"Name", "Rating", "Description"
"Vantro Smart Car Air Purifier with HEPA & Ionizer with Digital Touch Display with 1 Year warranty","5.0 out of 5 stars","BRAND NEW 2020 MODEL: Vantro Smart Car Air Purifier comes with advanced technology of negative ions and HEPA filter, manufactured with aluminum alloy material, strong motor. Air quality sensor, intelligent sensing to detect air quality inside the car and displaying humidity, temperature and air quality.
Vantro Smart Car Air Purifier purify air all around 360 degrees. Wind goes through from the floor and comes out from the top, creates high concentration of upto 10 million negative ions which kills 99% of Viruses, Germs and bacterias and refreshes the car air naturally. Vantro Smart Car Air Purifier has Built-in a filter screen, a HEPA filter and an activated carbon filter, which efficientlyremovePM2.5,,TVOC/formaldehyde and odor.
Vatro Smart Car Air Purifier helpful for those who suffer from cough, sneezing, allergies, stuffiness, & asthma. It remove harmful and toxic substances from the air which are present in car. This way you will also have less fever, headaches or eyes irritations.
Vatro Smart Car Air Purifier equipped with Colorful LED light, digital display and touch screen. touch it and turn on the purifier, meanwhile a soft and colorful light will automatically change gradually,which is a great decorative light in your car. USB power supply. Plug and play, low DC 5V input voltage, safe and reliable. It can be easily powered by car charger, PC, notebook, power bank.
After Sales Service: 1 year worldwide warranty. In case of any complaint or queries, get in touch with our Customer support team @9368-253-215
"
"Moonbow Car Air Purifier (Black)","3.6 out of 5 stars","4 stage air purification with Refreshing Energizer
CADR - 15m3/hr , area coverage : upto 20 Sqft
Pre filter - which captures large particles like hair, large dust particles etc
HEPA Filter - which Eliminates 99% of PM 2.5 , Bacteria , Viruses, Molds etc also traps all kinds of germs in the air.
"Activated Carbon filter - which absorbs formaldehyde, benzene and other noxious gas. Removes all types of odour from your Car in no time.. "
"
"Dyson Pure Cool Link Tower WiFi-Enabled Air Purifier, TP03 (White/Silver)","4.3 out of 5 stars","Manufacturer warranty only applicable on products sold by seller "Dyson India". No other seller offers manufacturer warranty from brand Dyson in India
Intelligent Purification; Automatically removes 99.95% of allergens & pollutants as small as PM 0.1 (0.1 microns) including dust, pollen, mold spores, bacteria, pet dander, VOCs and other harmful gases/odors
Air Multiplier technology and oscillation feature to powerfully project and circulate purified air throughout the room. Cord length : 1.9m
Engineered to project and circulate purified air across LARGE spaces. Dual functionality with fan feature along with air purification
Dyson purifiers have a lower face velocity unlike some other conventional purifiers. This, along with the high-efficiency VACUUM SEALED 360° Glass HEPA FIlter ensures that harmful ultra-fine pollutants are NOT released back into the room & stay captured in the filter media
360° Glass HEPA Filter & Tris-coated Activated Carbon Filter. The H-13 Glass HEPA Filter is pleated over 200 times and densely packed with borosilicate microfibres
Automatically monitors, reacts & purifies. Dyson Link app provides real-time air quality reports and allows you to remotely control your machine from your smartphone. Comes with a remote control that is magentizes for easy docking on top of the machine when required
Features include easy scheduling, 10 air-speed settings, auto mode, night-time mode, sleep timer, and an easy-to-clean aperture with no fast-spinning blades so its safe for little fingers or paws
Certified Asthma & Allergy Friendly by AAFA (Asthma and Allergy Foundation of America)
Small footprint and 360° air-intake allows for easy placement ANYWHERE in the room ; Air Flow Level: 1300 CMH ; Control Type: Remote Control, App Control, LCD Display ; Technology Used: Advanced Sensors (PM 2.5, PM 10, NO2, VOC, Temperature, Humidity), Air Multiplier Technology (Patented), Vaccum Sealed Filters (HEPA -13A, Activated Carbon) ; Power Consumption: 40W ; Other Features: Quiet Mode Sound Level - 42.3 dBA; Sound level at Max Setting - 64.4 dBA
Please contact_us on: [ 18002586688 ] to avail Free Installation & Setup services or for any other support
"
"Airlens Car Air Sanitizer I Sanitizes Viruses, PM1, PM2.5, Gases, Bacteria & Allergens I N99 Level Protection for Cars I Cleans air in 2 Minutes with Award Winning AMT Technology","4.1 out of 5 stars","✅ BREATHE WOW: Car air purifier which achieves aqi in 2 minutes as per WHO standards in your Swift Dzire 3rd Gen / Ertiga 1st Gen. N99 level Air protection inside the car
✅ 3-LAYER FILTRATION: Dust and pollen gets captured first, second AMT layer for VIRUSES, PM1, 2.5 & 10, BACTERIA and GERMS last layer traps HARMFUL GASES like SOx and NOx and odour
✅ COST SAVINGS: Costs 1/10th of car air purifiers & takes no extra space as its dependent on car’s own fan system
✅ AWARD WINNING TECH: Uses World’s first Active Molecular Technology to attract pollutants and capture them without hampering the flow of air
✅ TAKE A DEEP BREATH: You’ll find a significant difference in the freshness of the air inside your car like everyone else who uses this product
"
"Sharp Air Purifier with Mosquito Catcher | Indoor Air Purifier | Dual Purification - ACTIVE Plasmacluster Tech & PASSIVE FILTERS-True HEPA H14+Carbon+Pre-Filter | Captures 99.97% of Impurities | Model: FP-FM40E-B","3.8 out of 5 stars","JAPANESE QUALITY PRODUCTS – Sharp has sold 8 crore products worldwide equipped with Plasmacluster technology and have been known to provide only original products with advanced Japanese technologies. As a part of our global commitment, we confirm to supply spares and consumables (all replacement filters) for a period of 5 years after the product is discontinued in India.
DUAL PURIFICATION – Sharp Air purifier with Mosquito Catcher works on dual purification mode. This indoor air purifier has inbuilt Plasmacluster technology which is certified by 31 global labs and combination of three Passive filters i.e. Highest Grade H14 HEPA Filter, Voluminous Granular Active Carbon Filter and a Pre-Filter that purifies the air with its unique 20° airflow to cover the entire room.
KEEPS YOU SAFE AND COMFORTABLE – The Sharp Air Purifier with Mosquito Catcher is designed in Japan and manufactured under strict quality control to ensure that the product compliments the look & feel required for your bedrooms or living spaces. Sharp certified as JAPAN & ASEAN NO. 1 by Euromonitor International Limited, 2018 brand helps reduces the intake of various toxins & pollutants with every breath. It is the World’s First Air Purifier with 100% chemical free Mosquito trapping function.
INCREASED EFFICIENCY – This Air Purifier with Mosquito Catcher has superior purifying efficiency as it can clean and purify the air four times in one hour in a room of 200 square feet space. It is suitable for 24 x 7 x 365 days operation and can work full day without any interruptions even in case of non-ventilated room.
BEST IN CLASS FEATURES – Sharp air purifier with mosquito catcher offers highest grade materials made of ABS material to ensure safety for the users. It has a special HAZE function for Indian conditions. It has an Auto-restart option, Auto and Manual modes, Dust Sensor, Low Noise and Power Consumption, and Timer. These features make this product an ideal choice for homes and thereby saving energy and electricity.
"
"Nirgandha Breathable Fabric Activated Charcoal Bag (Nirgandha04) - Pack of 4","3.6 out of 5 stars","Material:Breathable Fabric
Colour:Grey
FOUR- 70gx4, Suitable for TWO pairs of shoes
"
"KENT ALPS 55-Watt Air Purifier (White)","3.8 out of 5 stars","Air Purifier Type - Room; Purification method - High-Efficiency Particulate Arrestant (HEPA) filter type + Air Ionizer
Coverage area: 463 sq. ft. / 43 sq. mtrs., suitable for bedroom / living room (large)
1 Year Warranty
Proven HEPA technology for trapping dust, harmful pollutants from air; Along with ionizer to improve the air quality and refreshing air in the room
Specially treated carbon filter with specially sized pallets for better adsorption properties for odour/foul smell, oxides of Sulphide and Nitrogen, dust, cigarette smoke etc
Inbuilt Filter Change Alarm for indicating the time to replace filter; Inbuilt Intelligent Light Sensor to monitor the air quality in the room and purifies air accordingly
One touch Child lock feature for safety purposes
Wattage: 55 watts
Includes: Air purifier
Easy Returns: This product is eligible for full refund within 10 days of delivery in case of any product defects, damage or features not matching the description provided
"
"Atlanta Healthcare Hepa Pure Viral Safe Beta 350 Air Purifier Filter Set (Black/White/Blue)","4.1 out of 5 stars","Full set of replacement filters for use with Atlanta Healthcares BETA 350 Air Purifier
Filter Set comprising of 1 unit each of Anti Bacterial Filter, HEPA, Activated Carbon and Photo Catalyst Filters
Helps remove Pollen, Allergens, Volatile Organic Compounds, Air-borne Bacteria/Virus/Fungi
Helps keep air fresh, removes bad odor and suspended dust.
Helps protect your family from harmful PM 2.5 and PM 10 air pollutants.
"
"Philips AC3259/20 - WiFi Enabled, App Connected, Removes 99.97% air pollutants,  Ideal for Large Rooms","3.5 out of 5 stars"," Control remotely via Wifi/4G. Connects with Air matters App to track, monitor and control your Air quality anywhere, anytime ; Voltage: 110 V ; Frequency: 50/60Hz ; Cord length: 1.8m
 Vitashield Intelligent Purification removes 99.97% airborne pollutants as small as 0.003 micron such as PM2.5, pollen, dust mites, etc.
 Ideal for living room/master bedroom, recommended area: 333-505 sq ft.
 Purifies a standard room in just 8 minutes with a CADR of 393 m3/hour (Standard room size is 18 ft by 12 ft with an 8 ft ceiling height)
 AeraSense detects, measures and controls purification with digital PM2.5 level display
 Removes 99.90% bacteria and viruses, tested to remove H1N1 virus
 Removes 99.99% pollen and house dust mites
 Effective allergen removal with special AL auto mode
 Philips is the no.1 brand in Air purifiers in India (Source: Euromonitor International Limited; Consumer Appliances 2018ED)
 In case of any product queries / issues, please contact_us on: [1800-103-1235]
"
